Gender,M,R,F,FirstPurch,BusinessExecutive,Surfer,Yuppie,Hipster,Artist,ClassicGentleman,Rugged,Formal,Casual,Comic,Success
1,330,14,10,64,0,0,2,2,1,0,4,0,0,0,0
1,155,34,5,46,4,0,1,0,0,0,0,0,0,0,0
1,219,32,2,40,0,0,1,0,0,0,1,0,0,0,0
0,381,10,9,44,4,0,0,1,1,1,1,0,0,0,0
1,237,16,1,16,0,0,0,1,0,0,0,0,0,0,0
0,417,14,11,70,1,1,3,0,2,3,1,0,0,0,1
1,63,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,127,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1,269,16,1,16,0,0,0,0,0,1,0,0,0,0,1
0,44,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,48,22,2,24,1,0,0,0,0,0,1,0,0,0,0
1,114,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,62,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1,180,36,2,42,0,0,0,1,0,0,1,0,0,0,0
0,304,4,10,32,3,0,1,1,2,1,0,0,1,1,1
1,30,14,2,18,1,0,0,0,0,0,0,0,0,0,1
1,35,16,2,20,0,0,1,1,0,0,0,0,0,0,0
1,442,18,11,42,6,1,4,0,0,0,0,1,0,0,0
0,338,14,7,52,3,0,3,0,0,0,1,1,0,0,0
0,245,36,6,60,2,0,1,1,0,1,1,0,0,0,0
1,134,6,2,14,0,1,0,0,0,0,0,0,0,0,0
1,287,24,2,26,0,0,2,0,0,0,0,1,0,0,0
1,218,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,62,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,222,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,218,16,2,22,0,0,1,0,0,0,1,0,0,0,0
1,462,22,11,86,0,1,2,4,0,3,1,1,0,1,1
0,174,16,9,56,2,0,2,3,1,0,1,1,0,0,0
1,90,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,261,12,3,28,0,1,0,0,0,0,0,0,0,0,0
1,207,14,2,18,0,0,1,0,1,0,0,0,0,0,0
1,433,28,9,48,3,0,1,1,1,2,1,0,0,0,0
0,74,22,2,26,1,0,0,0,0,1,0,0,0,0,0
1,107,2,2,8,0,0,0,0,0,0,0,0,0,0,0
0,158,6,7,30,2,0,1,1,1,0,1,0,0,0,1
0,281,16,2,20,1,0,1,0,0,0,0,0,0,0,0
1,293,10,2,14,0,0,1,0,0,0,0,0,0,0,1
0,256,16,7,40,1,1,1,2,0,1,1,0,0,0,0
1,291,6,2,10,0,0,0,0,0,0,0,0,0,0,1
1,273,12,2,16,0,0,0,1,0,0,0,0,0,0,0
0,299,28,1,28,0,0,0,0,0,0,1,0,0,0,0
1,61,12,3,30,1,0,0,0,0,0,1,0,0,0,0
1,25,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,306,8,12,72,2,2,2,1,2,0,0,0,0,0,0
1,137,16,2,18,1,0,0,0,0,0,1,0,0,0,0
0,176,10,2,12,0,0,0,0,0,0,0,0,0,0,1
0,99,14,2,16,1,0,1,0,0,0,0,0,0,0,0
1,381,2,9,48,1,0,3,0,1,1,1,1,1,1,0
1,313,8,12,56,1,1,0,2,1,2,3,0,0,0,0
1,121,14,2,22,0,0,1,0,1,0,0,0,1,0,0
1,82,10,4,22,2,0,0,1,0,0,0,0,0,0,0
1,230,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,73,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,16,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,209,12,7,36,2,1,1,0,0,1,1,1,0,0,0
1,238,16,4,32,0,0,2,1,0,1,0,1,0,1,0
1,248,14,11,60,2,2,3,1,1,1,1,0,0,0,0
1,104,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,89,24,1,24,0,0,0,1,0,0,0,0,0,0,0
1,167,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,203,20,2,24,1,0,0,0,0,0,1,0,0,0,0
0,157,12,2,18,0,1,0,0,0,0,0,0,0,0,0
0,94,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,170,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,430,14,12,84,3,1,2,0,1,5,0,1,0,1,0
1,119,12,7,48,2,0,1,0,1,1,1,0,0,0,0
1,133,24,1,24,0,0,0,0,1,0,0,0,0,0,0
0,146,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,213,10,2,18,0,0,0,1,0,0,0,0,0,0,0
1,165,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,48,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,204,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,150,14,9,66,3,0,2,1,2,1,0,1,0,0,0
1,371,16,6,38,0,1,2,0,0,2,1,0,0,0,0
0,154,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,371,10,10,52,3,2,1,1,1,0,0,0,0,0,0
1,427,34,9,62,2,0,1,1,1,2,2,0,0,0,1
1,188,10,4,32,2,0,0,1,0,0,0,0,0,0,0
0,25,18,1,18,0,0,1,0,0,0,0,0,0,0,0
0,207,30,10,90,0,0,0,4,4,1,1,0,0,0,0
1,286,10,5,34,0,1,0,1,0,1,0,0,0,1,0
0,313,10,2,18,0,0,0,1,0,0,0,0,0,0,0
1,353,8,9,38,0,1,2,4,0,0,1,0,0,0,0
1,115,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,301,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,174,8,2,12,0,0,0,0,0,0,0,0,0,0,1
0,92,10,3,24,0,0,1,0,0,0,1,0,0,0,0
0,200,16,2,18,2,0,0,0,0,0,0,0,0,0,1
1,70,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,90,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,367,26,12,86,3,1,4,1,1,0,2,0,0,0,0
1,97,10,2,14,0,0,1,0,0,0,0,0,0,0,0
1,186,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,285,6,5,30,1,1,0,0,0,0,1,0,0,0,0
0,56,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,97,14,2,16,0,0,0,0,2,0,0,0,1,0,1
1,155,28,2,36,0,2,0,0,0,0,0,0,0,0,0
0,268,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,149,12,2,18,0,0,1,0,0,0,0,0,0,0,0
0,140,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,114,2,7,18,0,1,1,0,1,0,0,0,0,0,1
1,240,32,2,34,0,1,0,0,0,0,1,0,0,0,0
1,140,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,284,10,2,14,1,0,0,0,0,0,0,0,0,0,0
0,33,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,248,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,175,14,2,20,1,1,0,0,0,0,0,0,0,0,0
0,206,20,1,20,1,0,0,0,0,0,0,0,0,0,0
1,321,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,159,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,120,12,2,18,0,0,0,1,0,0,0,0,0,0,0
0,40,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1,214,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,24,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,325,16,3,32,0,0,1,0,0,1,1,0,0,0,0
0,129,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,66,18,1,18,0,0,0,0,0,0,1,0,0,0,0
0,149,4,2,10,0,0,0,0,0,0,0,0,0,0,1
1,41,32,1,32,0,0,1,0,0,0,0,0,0,0,0
1,216,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,175,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,267,14,2,16,0,0,1,0,0,1,0,0,0,0,0
1,266,6,7,38,2,1,1,0,0,0,0,0,0,0,0
0,134,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,98,4,2,8,0,0,0,0,0,0,0,0,0,0,1
1,256,20,1,20,0,0,0,0,0,0,1,0,0,0,0
1,36,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,258,2,2,8,0,0,0,0,0,0,0,0,0,0,1
1,58,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,100,26,1,26,0,0,0,0,0,1,0,0,0,0,0
1,289,14,2,20,0,0,1,0,0,0,0,0,0,0,0
1,164,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,395,10,12,54,3,2,2,3,1,0,0,2,0,0,0
0,171,12,2,16,0,0,0,0,0,1,0,0,0,0,1
0,258,16,1,16,0,0,0,0,1,0,0,0,0,0,0
0,265,8,1,8,0,0,0,0,0,0,0,0,0,0,1
1,208,32,2,34,0,0,2,0,0,0,0,0,0,0,0
1,98,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,361,10,12,64,3,1,1,2,1,0,2,0,0,0,0
1,54,14,3,22,1,1,1,0,0,0,0,0,0,0,0
0,97,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,67,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,54,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,97,10,2,18,0,0,1,0,0,0,0,0,0,0,0
0,160,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,327,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1,459,14,11,76,2,2,2,1,1,0,3,0,0,0,0
1,188,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,148,16,5,40,2,0,2,0,0,0,1,1,0,0,0
0,365,16,10,66,1,4,3,0,0,2,0,0,0,0,0
1,86,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,352,6,11,66,0,0,2,1,0,1,5,2,0,0,1
1,161,12,2,14,0,0,1,0,0,0,0,0,0,0,0
1,414,10,9,40,1,1,3,2,0,0,1,2,0,0,0
1,377,16,7,50,1,1,5,0,0,0,0,1,0,0,0
0,295,16,2,18,0,1,1,0,0,0,0,0,0,0,0
0,249,2,12,38,1,2,0,1,2,2,0,0,0,0,1
0,134,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,98,14,5,30,2,2,0,0,0,1,0,0,0,0,0
0,235,16,1,16,1,0,0,0,0,0,0,0,0,0,1
1,85,24,1,24,0,0,0,0,0,1,0,0,0,0,0
0,226,12,4,22,0,0,0,0,0,0,2,0,0,0,1
0,100,16,2,22,0,0,1,1,0,0,0,0,0,0,0
0,159,34,2,38,1,0,1,0,0,0,0,0,0,0,0
1,308,34,1,34,0,0,0,0,0,1,0,0,0,0,0
0,81,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,155,10,9,34,2,1,2,2,0,0,0,2,0,0,0
1,272,10,9,58,1,1,2,1,1,1,1,1,1,1,1
1,175,22,1,22,1,0,0,0,0,0,0,0,0,0,0
1,247,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1,258,10,2,18,0,0,0,1,0,0,0,0,0,0,0
0,78,12,2,14,0,0,0,0,1,0,0,0,0,0,1
0,148,16,2,22,0,0,0,0,0,0,2,0,0,0,0
0,67,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,306,8,6,36,2,0,1,1,0,1,0,1,0,1,1
0,311,6,10,46,2,0,0,2,0,3,2,0,0,0,0
1,118,10,2,14,0,0,1,0,0,0,0,0,0,0,0
1,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,189,8,6,26,3,0,0,1,0,0,1,0,0,0,0
1,65,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,290,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,307,2,5,20,0,1,0,1,0,0,0,0,0,0,0
0,195,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,310,16,4,24,0,0,2,1,1,0,0,0,0,0,0
1,124,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,154,34,2,36,1,0,0,0,0,1,0,0,0,0,0
1,93,18,2,26,0,0,0,1,0,1,0,0,0,0,0
1,180,18,1,18,1,0,0,0,0,0,0,0,0,0,0
0,283,10,2,16,1,0,0,0,0,0,0,0,0,0,0
0,320,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1,312,14,2,22,0,0,1,0,0,1,0,0,0,0,0
1,124,12,2,16,0,1,0,0,0,0,0,0,0,0,0
0,235,4,6,18,1,0,1,0,0,0,0,0,0,0,0
0,337,6,3,14,0,0,0,1,0,0,0,0,0,0,0
1,122,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,299,6,2,14,1,0,0,0,0,0,0,0,0,0,0
1,84,16,4,36,1,0,0,1,1,1,0,0,0,0,0
0,336,24,4,40,0,0,3,0,0,0,1,0,0,0,0
0,405,6,12,70,4,0,0,2,0,1,2,0,0,0,1
0,389,12,10,62,3,0,2,1,1,0,2,0,0,0,0
1,123,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,314,2,6,36,2,0,0,1,1,0,1,0,0,0,0
1,338,24,9,60,0,1,1,1,1,1,4,0,0,0,0
0,64,2,2,6,0,0,0,0,0,0,0,0,0,0,1
0,228,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,300,2,2,6,0,0,0,0,0,0,0,0,0,0,0
0,244,20,1,20,0,0,1,0,0,0,0,0,0,0,0
1,274,20,9,44,1,3,1,2,1,1,0,0,0,0,0
0,258,6,3,16,0,1,0,0,0,0,0,0,0,0,0
1,266,6,2,14,0,0,0,1,0,0,0,0,0,0,1
1,158,20,6,32,3,0,1,1,1,0,0,0,0,0,0
0,373,16,5,36,1,1,2,0,0,0,1,1,0,0,0
0,154,36,1,36,1,0,0,0,0,0,0,0,0,0,0
1,112,16,1,16,1,0,0,0,0,0,0,0,0,0,1
1,174,10,4,24,1,0,2,0,0,0,0,0,0,0,0
0,45,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,92,8,3,16,0,0,1,0,0,0,0,0,0,0,0
1,198,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,71,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,239,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,186,22,2,28,0,0,2,0,0,0,0,1,0,0,0
0,315,12,5,26,1,0,1,0,2,0,0,0,0,0,0
1,240,16,8,52,1,0,4,1,0,0,2,0,0,0,0
1,182,32,9,82,1,1,3,0,1,1,2,1,0,0,0
0,252,14,2,20,0,0,0,0,1,1,0,0,0,0,1
1,235,14,1,14,0,0,0,0,1,0,0,0,0,0,0
0,404,36,8,56,1,2,1,1,1,1,1,1,1,1,0
1,115,30,5,50,1,1,0,1,1,1,0,0,0,0,0
0,87,16,2,22,0,1,1,0,0,0,0,0,0,0,0
1,136,10,2,16,0,1,0,0,0,0,0,0,0,0,0
0,204,26,2,28,1,0,0,0,0,0,1,0,0,0,0
1,41,8,2,10,0,0,0,0,0,0,0,0,0,0,0
0,373,14,8,44,0,0,1,5,0,0,2,0,0,0,0
1,245,28,2,34,0,1,1,0,0,0,0,1,0,0,0
1,331,16,12,46,1,5,2,2,0,1,1,0,0,0,0
1,69,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,222,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,213,12,2,14,0,0,1,0,0,0,0,0,0,0,0
1,106,28,2,34,0,0,0,1,0,0,1,0,0,0,0
1,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,63,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,123,22,5,48,0,0,2,1,0,1,1,1,0,1,0
0,336,16,10,56,2,0,3,3,0,2,0,0,0,0,1
1,380,2,12,72,2,1,3,0,0,1,3,0,0,0,0
0,67,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,145,6,9,56,3,1,2,1,0,0,0,0,0,0,0
0,349,12,6,40,0,0,2,1,1,1,0,0,0,0,0
1,49,24,3,34,1,0,1,1,0,0,0,0,0,0,0
0,355,4,7,38,0,1,2,1,0,0,1,0,0,0,0
1,32,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,276,12,12,60,3,0,1,2,2,3,0,0,0,0,0
1,141,6,2,8,0,0,0,0,0,0,0,0,0,0,1
0,215,28,1,28,0,0,0,0,0,1,0,0,0,0,0
0,307,12,4,34,1,0,0,1,0,1,0,0,0,0,0
1,100,2,6,16,0,0,0,0,0,1,0,0,0,0,1
1,281,30,1,30,0,0,0,0,0,1,0,0,0,0,0
1,119,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,195,22,2,24,0,0,1,1,0,0,0,0,0,0,0
0,52,14,2,18,2,0,0,0,0,0,0,0,0,0,0
1,208,18,1,18,0,0,0,0,0,0,1,0,0,0,0
0,122,10,2,16,0,1,0,0,0,0,0,0,0,0,0
1,305,22,4,34,0,1,1,0,0,1,1,0,0,0,0
1,234,12,12,68,3,1,2,2,0,1,2,1,0,0,0
1,375,26,10,72,2,2,2,1,1,2,0,1,1,2,0
1,160,14,3,28,0,0,1,0,1,0,0,0,0,0,0
1,295,6,10,28,2,1,2,0,0,0,0,1,0,0,0
0,251,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,226,16,7,56,2,0,1,1,2,1,0,0,1,0,0
1,46,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,303,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,69,14,2,18,1,0,0,0,0,0,0,0,0,0,0
0,39,12,2,20,1,0,0,0,0,0,0,0,0,0,0
0,127,10,2,14,1,0,0,0,0,0,0,0,0,0,0
0,249,36,11,88,1,1,5,0,0,2,2,1,0,1,0
1,348,2,6,26,1,1,0,0,0,0,0,0,0,0,0
0,80,16,5,28,2,0,1,0,0,2,0,0,0,0,0
1,154,10,9,54,1,0,4,1,1,0,1,1,1,0,0
0,128,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,279,2,12,32,2,0,2,0,0,1,1,0,0,0,1
1,275,8,2,10,0,0,0,0,0,0,0,0,0,0,0
0,270,24,2,28,1,0,0,0,1,0,0,0,0,0,0
0,235,20,5,42,1,1,1,0,0,0,2,1,0,0,0
0,191,12,4,34,0,0,2,1,0,0,0,0,0,0,0
0,160,34,2,38,0,0,1,0,1,0,0,0,0,0,0
0,291,18,1,18,0,0,1,0,0,0,0,0,0,0,0
1,308,6,2,8,0,0,0,0,0,0,0,0,0,0,0
1,404,14,11,64,3,1,1,2,0,4,0,0,0,0,0
1,153,16,9,38,2,1,3,1,1,0,1,0,0,0,0
1,154,8,7,34,2,0,1,0,0,0,2,0,0,0,1
1,376,12,9,34,2,1,1,2,1,1,0,1,1,1,0
1,74,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,242,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,162,6,10,64,2,1,2,1,0,1,1,2,0,1,0
1,371,14,11,64,3,3,2,0,1,1,1,0,0,0,0
1,267,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,265,32,6,58,1,0,3,0,0,0,2,0,0,0,0
1,204,22,1,22,1,0,0,0,0,0,0,0,0,0,0
1,418,2,10,48,2,1,2,1,0,1,2,2,0,0,0
1,159,14,2,20,1,1,0,0,0,0,0,0,0,0,0
0,182,32,2,38,1,1,0,0,0,0,0,0,0,0,0
1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,219,12,6,34,2,1,0,0,0,1,1,0,0,0,0
0,289,10,9,32,3,2,0,0,2,0,1,0,0,0,0
0,42,18,2,24,1,0,1,0,0,0,0,0,0,0,0
1,97,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,255,6,3,14,0,0,0,0,0,0,0,0,0,0,0
1,43,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1,272,4,12,30,4,0,0,1,0,0,2,0,0,0,0
1,351,12,11,66,1,1,0,1,3,2,2,0,0,0,1
1,188,8,7,34,2,0,1,1,0,0,0,0,0,0,0
1,239,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,15,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,66,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,78,24,2,28,0,0,0,2,0,0,0,0,0,0,0
0,109,14,2,18,0,0,0,1,1,0,0,0,0,0,0
1,423,16,9,42,1,1,2,0,3,2,0,0,0,0,0
1,275,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,301,4,3,18,1,0,0,1,0,0,0,0,0,0,0
0,221,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,22,24,1,24,0,1,0,0,0,0,0,0,0,0,0
1,323,4,10,56,4,1,2,1,1,0,0,0,0,0,0
0,275,10,4,24,0,0,1,0,1,1,0,0,0,0,0
1,173,16,4,38,0,1,1,0,1,1,0,0,0,0,0
1,42,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,268,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,267,14,5,30,0,1,1,2,1,0,0,0,0,0,0
0,118,14,2,18,1,0,0,0,0,0,0,0,0,0,0
1,55,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,228,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,426,10,12,62,2,2,2,0,0,4,1,0,0,0,1
1,301,18,2,24,0,0,2,0,0,0,0,0,0,0,0
0,170,32,3,46,0,1,0,1,0,1,0,0,0,0,0
1,43,16,1,16,0,0,0,0,1,0,0,0,0,0,0
1,340,14,4,30,0,0,2,0,0,2,0,0,0,0,0
0,316,4,7,38,0,2,0,1,0,0,2,0,0,0,0
0,354,14,9,34,2,2,3,1,1,0,0,0,0,0,0
0,448,12,11,66,2,1,1,2,2,1,1,0,0,0,0
1,69,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,213,34,7,56,1,1,3,1,0,1,0,1,0,1,0
1,78,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,212,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,43,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,157,12,3,28,0,0,1,0,1,0,0,0,0,0,0
1,195,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,106,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,92,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,202,8,12,78,4,0,1,2,1,2,1,0,0,0,0
1,300,30,12,92,1,1,8,1,1,0,0,0,0,0,0
1,308,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,185,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,391,36,8,68,1,3,1,2,0,0,1,0,0,0,0
1,315,16,2,18,1,0,0,0,1,0,0,0,0,0,0
1,282,2,10,38,2,0,0,1,0,0,2,0,0,0,1
0,203,12,8,48,1,2,1,1,0,1,1,0,0,0,1
1,260,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,325,4,3,20,0,0,0,0,0,0,1,0,0,0,0
1,273,24,2,32,1,0,0,0,0,1,0,0,0,0,0
1,158,8,2,12,0,0,0,0,0,0,0,0,0,0,0
0,277,14,6,46,0,0,3,2,0,1,0,0,0,0,0
1,209,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1,324,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1,81,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,178,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,213,10,5,38,1,0,0,0,1,1,1,0,0,0,0
1,182,18,1,18,1,0,0,0,0,0,0,0,0,0,0
1,264,12,4,26,0,2,0,0,0,0,1,0,0,0,0
0,88,14,2,22,0,0,1,1,0,0,0,0,0,0,0
0,41,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,347,24,11,58,4,1,2,2,0,1,1,0,0,0,0
1,152,6,7,36,1,1,1,1,0,0,0,0,0,0,0
0,212,8,5,20,1,1,0,0,1,0,0,0,0,0,0
1,245,12,1,12,0,0,0,0,0,0,0,0,0,0,1
1,379,8,8,54,1,1,0,2,1,1,1,0,0,0,0
1,254,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,120,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,98,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1,251,18,5,38,2,2,1,0,0,0,0,0,0,0,0
1,101,16,2,24,0,0,0,1,1,0,0,0,0,0,0
1,157,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,297,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,181,26,12,62,4,2,1,4,0,1,0,1,0,1,0
1,440,12,10,64,2,1,4,1,0,0,1,0,0,0,0
0,99,10,5,38,0,0,0,1,0,1,1,0,0,0,1
1,328,20,8,58,1,2,1,2,1,0,1,0,0,0,0
1,19,30,1,30,0,0,1,0,0,0,0,0,0,0,0
1,125,16,6,46,1,0,3,1,0,1,0,0,0,0,0
1,205,14,12,56,1,0,4,1,0,5,1,0,0,0,0
0,146,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,242,34,9,66,2,1,3,0,1,1,1,1,0,0,0
1,280,2,12,38,0,2,4,2,0,0,1,1,0,0,0
0,416,10,9,52,1,0,0,2,0,0,3,0,0,0,0
0,388,16,8,52,2,1,1,2,0,1,1,1,0,1,0
1,311,20,1,20,0,1,0,0,0,0,0,0,0,0,0
1,231,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,221,6,6,42,1,0,0,1,0,3,0,0,0,0,1
0,46,22,2,28,0,0,1,0,0,0,1,0,0,0,0
0,299,8,10,44,1,1,2,0,1,2,2,1,0,1,1
1,165,12,8,32,1,2,1,1,0,1,0,1,0,1,1
1,113,14,2,20,0,0,0,1,0,1,0,0,0,0,0
1,158,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,351,16,8,62,3,1,1,1,0,1,1,1,0,1,1
0,274,26,1,26,0,0,0,0,0,0,1,0,0,0,0
1,363,26,6,52,2,2,0,1,0,0,1,0,0,0,0
1,81,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,260,6,5,20,0,0,0,1,1,1,0,0,0,0,0
1,382,10,11,58,3,1,1,3,0,0,1,1,0,0,0
1,207,4,7,22,1,1,1,0,0,1,0,0,0,0,1
1,191,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1,303,20,2,28,0,0,0,0,0,0,2,0,0,0,0
1,157,6,2,14,0,0,1,0,0,0,0,0,0,0,0
1,96,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,187,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,306,12,12,78,2,1,4,1,0,1,2,0,0,0,0
1,328,8,2,10,0,0,0,0,0,0,0,0,0,0,0
0,350,12,5,30,0,0,2,1,0,1,0,1,0,0,0
0,200,4,9,28,1,1,1,1,0,0,1,0,0,0,0
1,76,8,2,14,0,1,0,0,0,0,0,0,0,0,0
0,354,16,12,46,1,1,4,2,0,1,3,1,0,0,0
1,232,4,6,36,1,0,1,0,1,1,0,0,0,0,0
1,256,14,12,40,2,0,4,2,1,3,0,0,0,0,0
0,130,14,7,38,2,0,1,1,0,2,1,1,0,1,0
1,293,12,2,18,1,0,0,0,0,0,0,0,0,0,1
1,168,14,2,16,0,0,0,1,0,0,0,0,0,0,0
1,80,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,188,30,12,78,3,2,3,0,1,2,1,1,0,0,0
1,293,14,4,34,1,2,1,0,0,0,0,1,0,0,0
0,190,10,12,40,2,0,3,1,1,1,1,1,0,0,1
0,228,8,2,16,0,0,0,0,0,1,0,0,0,0,0
1,297,14,10,72,3,0,4,0,0,1,2,0,0,0,0
1,61,18,2,24,1,0,0,1,0,0,0,0,0,0,0
1,88,8,5,34,0,0,1,0,0,0,2,0,0,0,1
0,128,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,217,10,5,26,1,1,0,0,0,1,1,0,0,0,0
1,277,8,2,14,0,1,0,0,0,0,0,0,0,0,0
0,254,34,3,44,0,0,2,0,0,0,1,1,0,0,0
